Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster,Cluster_Category
Undergraduate,Partner,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,2,Gen X,55,1,0,234.0,1,Low Spender
PhD,Partner,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,8,Baby Boomers,77,1,0,249.0655737704918,0,Moderate Spender
Postgraduate,Alone,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,6,Baby Boomers,67,0,0,61.81127982646421,2,High Spender
Undergraduate,Partner,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,4,Silent Generation,81,0,1,56.012012012012015,0,Moderate Spender
Postgraduate,Alone,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,1,Baby Boomers,62,1,0,77.80727272727273,0,Moderate Spender
Undergraduate,Alone,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,8,Gen X,53,1,1,157.7560975609756,1,Low Spender
Postgraduate,Partner,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,3,Gen X,59,2,0,93.74262295081968,0,Moderate Spender
Postgraduate,Alone,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,11,Gen X,57,1,0,312.4736842105263,1,Low Spender
Undergraduate,Partner,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,2,Gen X,54,1,1,51.55754276827372,2,High Spender
Postgraduate,Partner,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,12,Gen X,50,1,1,969.270749587855,1,Low Spender
Undergraduate,Partner,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,Baby Boomers,61,3,0,412.1212121212121,0,Moderate Spender
Undergraduate,Alone,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,9,Gen X,47,0,1,60.2743288590604,2,High Spender
Undergraduate,Partner,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,11,Gen X,50,1,0,127.48342541436465,0,Moderate Spender
Undergraduate,Partner,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,8,Millennials,42,0,1,36.94225352112676,2,High Spender
Postgraduate,Alone,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,8,Gen X,54,0,2,39.96582587469487,0,Moderate Spender
PhD,Partner,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,9,Baby Boomers,68,2,0,969.270749587855,1,Low Spender
Postgraduate,Partner,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,7,Baby Boomers,74,0,0,81.9938144329897,1,Low Spender
Undergraduate,Partner,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,11,Baby Boomers,74,0,0,62.20506912442397,1,Low Spender
Undergraduate,Alone,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,3,Gen X,55,1,0,772.4090909090909,1,Low Spender
PhD,Partner,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,11,Gen X,53,1,1,115.10282258064515,0,Moderate Spender
Postgraduate,Partner,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,6,Gen X,56,2,0,600.3974358974359,0,Moderate Spender
Postgraduate,Partner,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,2,Gen X,53,0,3,35.44373401534527,2,High Spender
Undergraduate,Partner,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,12,Gen X,54,0,0,66.15994962216625,0,Moderate Spender
Undergraduate,Partner,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,9,Baby Boomers,69,0,0,927.0,1,Low Spender
Undergraduate,Alone,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,7,Gen X,54,1,0,877.0769230769231,1,Low Spender
Postgraduate,Partner,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,3,Gen X,52,1,0,566.4473684210526,0,Moderate Spender
PhD,Alone,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,12,Gen X,48,2,0,969.270749587855,0,Moderate Spender
PhD,Alone,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,4,Baby Boomers,62,2,0,789.0,0,Moderate Spender
Postgraduate,Partner,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,3,Baby Boomers,71,1,0,303.1969696969697,0,Moderate Spender
PhD,Partner,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,10,Gen X,47,1,0,694.7551020408164,1,Low Spender
Undergraduate,Partner,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,6,Gen X,59,1,1,72.08354114713217,0,Moderate Spender
Undergraduate,Partner,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,2,Baby Boomers,79,0,1,45.2586405529954,2,High Spender
Undergraduate,Alone,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,12,Gen X,47,2,0,131.57894736842104,1,Low Spender
Postgraduate,Partner,118350.5,37,39,1,9,2,0,8,0,1,0,1,1,6,Gen X,54,1,0,969.270749587855,2,High Spender
Undergraduate,Partner,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,3,Baby Boomers,72,0,3,41.00086880973067,2,High Spender
Postgraduate,Partner,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,2,Millennials,40,0,0,625.6216216216217,1,Low Spender
Undergraduate,Alone,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,2,Gen X,55,2,0,142.79677419354837,0,Moderate Spender
Undergraduate,Partner,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,11,Gen X,46,0,1,54.88582375478927,2,High Spender
Undergraduate,Partner,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,6,Gen X,59,1,0,73.18990384615384,0,Moderate Spender
Undergraduate,Partner,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,4,Gen X,49,2,0,125.1870324189526,0,Moderate Spender
PhD,Partner,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,5,Gen X,60,0,2,53.99800133244504,2,High Spender
Undergraduate,Partner,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,Millennials,43,0,4,54.809924306139614,2,High Spender
Undergraduate,Partner,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,7,Gen X,53,1,0,50.14070351758794,0,Moderate Spender
PhD,Partner,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,1,Baby Boomers,65,1,0,100.14481707317071,2,High Spender
Postgraduate,Alone,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,11,Baby Boomers,69,0,0,42.11493506493507,2,High Spender
Postgraduate,Partner,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,8,Gen X,60,1,0,145.15434083601286,0,Moderate Spender
Postgraduate,Partner,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,11,Baby Boomers,70,1,0,91.22560975609755,2,High Spender
Postgraduate,Partner,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,1,Millennials,36,1,0,215.54744525547449,0,Moderate Spender
PhD,Alone,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,4,Baby Boomers,63,2,0,477.859649122807,1,Low Spender
Undergraduate,Partner,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,10,Gen X,60,1,0,104.93080357142856,0,Moderate Spender
Postgraduate,Partner,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,6,Gen X,52,2,0,969.270749587855,0,Moderate Spender
Undergraduate,Partner,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,7,Gen X,53,2,0,395.30392156862746,0,Moderate Spender
Undergraduate,Partner,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,2,Millennials,41,1,0,610.4098360655738,1,Low Spender
Postgraduate,Partner,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,4,Baby Boomers,65,0,0,49.81314668289714,2,High Spender
Postgraduate,Partner,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,6,Baby Boomers,67,1,0,117.61209068010076,0,Moderate Spender
Undergraduate,Partner,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,1,Gen X,57,1,1,69.02943800178411,2,High Spender
Undergraduate,Alone,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,9,Gen X,48,2,1,79.86046511627907,1,Low Spender
Undergraduate,Partner,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,3,Gen X,51,1,0,367.86,1,Low Spender
Postgraduate,Partner,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,2,Baby Boomers,63,1,0,43.40166865315853,2,High Spender
Undergraduate,Partner,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,4,Millennials,43,0,0,426.0517241379311,1,Low Spender
PhD,Partner,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,9,Gen X,50,1,0,267.66470588235296,0,Moderate Spender
Postgraduate,Alone,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,12,Millennials,43,0,0,17.587131367292226,1,Low Spender
PhD,Partner,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,11,Silent Generation,80,0,1,59.869565217391305,2,High Spender
Undergraduate,Partner,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,3,Gen X,46,1,0,269.74257425742576,1,Low Spender
Undergraduate,Partner,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,12,Gen X,56,2,0,154.27848101265823,0,Moderate Spender
Undergraduate,Partner,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,9,Baby Boomers,63,1,2,51.02428571428572,2,High Spender
Undergraduate,Alone,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,7,Baby Boomers,77,0,0,63.79353932584269,2,High Spender
Postgraduate,Partner,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,8,Gen X,47,1,3,104.3803317535545,2,High Spender
Undergraduate,Partner,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,9,Gen X,50,1,0,167.03536977491962,0,Moderate Spender
Undergraduate,Partner,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,5,Millennials,43,0,0,62.53524804177545,2,High Spender
Postgraduate,Partner,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,4,Millennials,42,0,0,278.1085271317829,1,Low Spender
Undergraduate,Alone,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,10,Baby Boomers,73,1,0,969.270749587855,1,Low Spender
Undergraduate,Alone,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,8,Millennials,43,1,0,132.64214046822744,1,Low Spender
Undergraduate,Partner,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,5,Baby Boomers,63,1,1,156.646875,0,Moderate Spender
Postgraduate,Partner,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,11,Gen X,48,1,0,98.10204081632654,0,Moderate Spender
Postgraduate,Partner,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,10,Baby Boomers,76,2,1,53.34889643463497,0,Moderate Spender
Undergraduate,Partner,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,2,Millennials,35,0,0,222.6941176470588,1,Low Spender
Undergraduate,Alone,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,3,Millennials,43,1,0,969.270749587855,1,Low Spender
Undergraduate,Alone,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,2,Gen X,50,1,0,296.86607142857144,1,Low Spender
Postgraduate,Partner,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,2,Baby Boomers,66,1,0,896.2333333333333,1,Low Spender
PhD,Partner,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,6,Millennials,42,0,0,122.3170731707317,0,Moderate Spender
Undergraduate,Partner,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,8,Gen X,49,1,1,77.57625,0,Moderate Spender
PhD,Alone,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,5,Baby Boomers,63,0,0,65.26732673267327,2,High Spender
PhD,Partner,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,3,Baby Boomers,69,0,0,51.61294672960216,2,High Spender
Undergraduate,Alone,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,10,Millennials,32,0,0,56.05325914149444,2,High Spender
Undergraduate,Partner,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,11,Millennials,38,1,0,650.9642857142857,1,Low Spender
Undergraduate,Partner,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,1,Gen X,60,1,0,304.57709251101323,2,High Spender
Undergraduate,Partner,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,11,Millennials,43,0,1,44.44308681672026,2,High Spender
Undergraduate,Alone,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,3,Baby Boomers,63,1,0,80.86759581881533,2,High Spender
Undergraduate,Partner,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,4,Gen X,47,1,1,370.252427184466,1,Low Spender
PhD,Alone,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,4,Baby Boomers,79,0,0,98.04258675078864,0,Moderate Spender
Undergraduate,Alone,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,12,Baby Boomers,62,0,0,42.07247132429614,2,High Spender
Postgraduate,Alone,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,10,Gen X,54,2,0,254.3206106870229,1,Low Spender
Undergraduate,Partner,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,9,Gen X,57,2,0,99.92150170648463,0,Moderate Spender
Undergraduate,Partner,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,11,Millennials,33,1,1,278.3225806451613,1,Low Spender
Undergraduate,Alone,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,5,Gen X,51,2,0,118.64429530201342,0,Moderate Spender
Postgraduate,Partner,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,7,Baby Boomers,75,0,0,55.594249201277954,0,Moderate Spender
Postgraduate,Alone,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,7,Gen X,48,1,1,74.78168130489335,0,Moderate Spender
Postgraduate,Alone,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,9,Baby Boomers,67,1,0,65.75153105861767,2,High Spender
Undergraduate,Alone,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,11,Gen X,49,1,0,113.3132530120482,0,Moderate Spender
Undergraduate,Partner,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,11,Gen X,52,1,0,969.270749587855,1,Low Spender
Postgraduate,Alone,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,12,Gen X,57,1,0,221.0427807486631,0,Moderate Spender
Undergraduate,Partner,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,5,Baby Boomers,67,1,0,267.996015936255,2,High Spender
Undergraduate,Alone,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,4,Gen X,50,1,0,241.9324894514768,0,Moderate Spender
Postgraduate,Partner,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,12,Baby Boomers,65,2,0,555.1978021978022,0,Moderate Spender
Postgraduate,Alone,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,5,Gen X,60,3,0,969.270749587855,1,Low Spender
PhD,Alone,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,10,Baby Boomers,65,1,1,102.65922920892496,0,Moderate Spender
PhD,Partner,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,3,Gen X,56,1,0,57.92173017507724,0,Moderate Spender
Undergraduate,Alone,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,12,Baby Boomers,65,1,0,131.8167115902965,0,Moderate Spender
Undergraduate,Alone,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,12,Gen X,50,3,0,142.02777777777777,0,Moderate Spender
Undergraduate,Partner,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,8,Millennials,40,1,1,314.04411764705884,1,Low Spender
Postgraduate,Partner,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,6,Gen X,54,1,1,178.32298136645963,0,Moderate Spender
Postgraduate,Alone,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,5,Baby Boomers,70,1,0,208.963963963964,0,Moderate Spender
Postgraduate,Partner,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,7,Baby Boomers,69,2,0,307.0169491525424,0,Moderate Spender
Undergraduate,Partner,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,10,Gen X,52,1,0,464.3333333333333,1,Low Spender
Undergraduate,Partner,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,1,Baby Boomers,77,0,2,48.62769878883623,2,High Spender
Postgraduate,Partner,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,8,Gen X,49,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,12,Gen X,45,2,0,969.270749587855,0,Moderate Spender
Undergraduate,Partner,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,5,Gen X,46,0,0,52.43541666666667,2,High Spender
Postgraduate,Partner,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,10,Gen X,53,2,0,165.41846153846154,0,Moderate Spender
Undergraduate,Partner,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,10,Gen X,52,1,0,238.7578947368421,1,Low Spender
PhD,Partner,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,3,Gen X,53,1,0,925.8809523809524,1,Low Spender
Postgraduate,Alone,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,11,Gen X,50,2,0,578.5833333333334,0,Moderate Spender
PhD,Partner,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,5,Gen X,53,1,0,969.270749587855,1,Low Spender
Postgraduate,Partner,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,7,Baby Boomers,69,2,0,81.00760456273764,0,Moderate Spender
Undergraduate,Alone,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,5,Gen X,51,2,0,969.270749587855,1,Low Spender
Undergraduate,Alone,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,2,Gen X,53,1,0,453.542372881356,1,Low Spender
Postgraduate,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,4,Gen X,57,1,0,70.30947136563877,0,Moderate Spender
PhD,Partner,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,12,Gen X,56,2,0,122.3956834532374,0,Moderate Spender
Undergraduate,Partner,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,8,Baby Boomers,64,2,0,209.4948096885813,0,Moderate Spender
Undergraduate,Partner,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,3,Gen X,53,1,0,85.41612483745124,2,High Spender
Undergraduate,Partner,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,4,Baby Boomers,72,1,0,200.61702127659572,1,Low Spender
Undergraduate,Alone,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,8,Baby Boomers,68,1,0,104.135593220339,1,Low Spender
Postgraduate,Partner,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,10,Gen X,55,1,0,61.22558459422283,0,Moderate Spender
PhD,Partner,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,8,Gen X,58,2,0,253.06164383561645,1,Low Spender
Postgraduate,Partner,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,4,Baby Boomers,74,1,0,148.43887147335423,0,Moderate Spender
Postgraduate,Partner,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,12,Baby Boomers,72,1,0,84.49244332493703,2,High Spender
Undergraduate,Partner,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,9,Baby Boomers,75,1,0,125.6497797356828,0,Moderate Spender
PhD,Alone,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,9,Baby Boomers,72,2,0,243.13815789473685,1,Low Spender
PhD,Partner,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,9,Gen X,48,1,0,87.06273525721456,2,High Spender
Undergraduate,Partner,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,5,Gen X,53,1,3,47.41656804733728,2,High Spender
Postgraduate,Partner,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,2,Gen X,56,2,0,969.270749587855,0,Moderate Spender
Undergraduate,Partner,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,1,Silent Generation,81,0,1,56.43487394957983,2,High Spender
Undergraduate,Alone,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,2,Millennials,35,1,0,164.65071770334927,1,Low Spender
Undergraduate,Alone,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,6,Gen X,46,1,0,105.57247706422018,0,Moderate Spender
Undergraduate,Partner,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,1,Gen X,59,0,0,235.77083333333331,1,Low Spender
Undergraduate,Partner,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,2,Baby Boomers,77,0,0,231.14864864864865,0,Moderate Spender
Undergraduate,Partner,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,3,Gen X,53,3,0,590.5901639344262,1,Low Spender
Undergraduate,Partner,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,1,Gen X,52,2,0,559.9772727272727,1,Low Spender
PhD,Partner,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,4,Gen X,53,3,0,969.270749587855,1,Low Spender
Postgraduate,Alone,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,10,Gen X,53,0,0,80.42105263157895,2,High Spender
Undergraduate,Alone,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,11,Gen X,59,1,1,46.54266958424508,0,Moderate Spender
PhD,Partner,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,2,Gen X,56,1,0,969.270749587855,0,Moderate Spender
Undergraduate,Partner,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,12,Baby Boomers,66,0,0,311.5,1,Low Spender
Undergraduate,Partner,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,5,Gen X,55,1,0,361.0769230769231,1,Low Spender
PhD,Partner,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,4,Gen X,51,1,0,969.270749587855,1,Low Spender
PhD,Partner,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,9,Gen X,53,1,0,969.270749587855,0,Moderate Spender
Postgraduate,Alone,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,3,Baby Boomers,67,2,0,635.0983606557377,1,Low Spender
Undergraduate,Alone,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,3,Gen X,53,0,0,71.06236080178174,1,Low Spender
Postgraduate,Partner,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,4,Millennials,42,1,0,732.4324324324324,1,Low Spender
Postgraduate,Alone,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,2,Gen X,52,1,0,820.078947368421,1,Low Spender
Undergraduate,Partner,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,12,Millennials,40,0,2,81.81520778072502,2,High Spender
Undergraduate,Alone,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,12,Gen X,52,2,0,969.270749587855,1,Low Spender
Undergraduate,Alone,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,10,Gen X,58,2,0,240.96598639455783,2,High Spender
Postgraduate,Partner,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,5,Gen X,46,2,1,647.625,1,Low Spender
Undergraduate,Partner,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,8,Baby Boomers,64,2,0,209.4948096885813,0,Moderate Spender
Postgraduate,Partner,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,1,Millennials,39,0,0,683.0333333333333,1,Low Spender
Undergraduate,Partner,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,4,Baby Boomers,61,0,0,340.184,0,Moderate Spender
Undergraduate,Partner,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,2,Millennials,42,1,0,255.9102564102564,1,Low Spender
Undergraduate,Partner,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,7,Baby Boomers,73,2,0,477.1714285714286,1,Low Spender
Postgraduate,Partner,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,9,Baby Boomers,76,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,9,Gen X,46,1,0,333.0,1,Low Spender
Postgraduate,Alone,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,10,Baby Boomers,77,0,1,40.63575129533679,2,High Spender
Undergraduate,Partner,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,9,Baby Boomers,79,0,2,36.20543144984669,2,High Spender
Undergraduate,Partner,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,10,Baby Boomers,67,0,0,167.34193548387097,0,Moderate Spender
Postgraduate,Partner,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,12,Gen X,54,0,0,59.16679302501896,2,High Spender
Undergraduate,Partner,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,12,Baby Boomers,68,1,1,60.12741751990899,0,Moderate Spender
PhD,Partner,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,10,Millennials,43,0,0,56.30064308681672,2,High Spender
Postgraduate,Partner,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,3,Gen X,52,1,0,100.58115942028984,2,High Spender
Undergraduate,Partner,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,2,Gen X,53,1,0,220.34928229665076,0,Moderate Spender
Undergraduate,Partner,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,6,Gen X,60,0,0,68.20370370370371,2,High Spender
Undergraduate,Alone,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,11,Baby Boomers,72,0,0,49.03251493032515,2,High Spender
PhD,Alone,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,9,Gen X,58,1,0,707.0877192982456,0,Moderate Spender
PhD,Partner,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,8,Gen X,60,0,0,61.86578449905482,1,Low Spender
Undergraduate,Partner,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,6,Gen X,56,0,0,62.965169569202565,2,High Spender
Undergraduate,Alone,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,10,Gen X,54,1,0,240.55555555555557,0,Moderate Spender
Undergraduate,Partner,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,1,Gen X,53,2,0,341.42857142857144,1,Low Spender
Undergraduate,Alone,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,2,Gen X,55,0,3,39.92762877820349,2,High Spender
PhD,Partner,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,9,Gen X,51,0,0,71.92883895131087,1,Low Spender
Postgraduate,Alone,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,1,Baby Boomers,75,1,1,116.66546762589928,2,High Spender
Undergraduate,Partner,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,8,Baby Boomers,66,1,0,90.98430141287284,0,Moderate Spender
PhD,Partner,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,4,Baby Boomers,70,2,2,969.270749587855,0,Moderate Spender
Undergraduate,Partner,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,6,Gen X,47,1,0,375.70454545454544,1,Low Spender
Postgraduate,Partner,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,7,Millennials,39,1,0,597.2765957446809,1,Low Spender
Postgraduate,Alone,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,6,Baby Boomers,62,1,0,62.23396226415095,0,Moderate Spender
Undergraduate,Partner,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,2,Baby Boomers,72,1,0,86.56143344709898,0,Moderate Spender
Undergraduate,Partner,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,5,Baby Boomers,73,0,1,53.26810673443456,2,High Spender
PhD,Partner,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,2,Baby Boomers,75,2,0,969.270749587855,0,Moderate Spender
