Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Age,Childrens,Spending-to-Income-Ratio,Cluster,Cluster_Category
Undergraduate,Alone,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,54,1,0.1140150850727942,0,Low Spenders
Postgraduate,Partner,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,52,1,0.1765389082462253,0,Low Spenders
PhD,Alone,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,48,2,0.0348861548480126,0,Low Spenders
PhD,Alone,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,62,2,0.126742712294043,0,Low Spenders
Postgraduate,Partner,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,71,1,0.3298185997701264,1,Moderate Spenders
PhD,Partner,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,47,1,0.1439356108451076,0,Low Spenders
Undergraduate,Partner,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,59,1,1.3872792375153518,1,Moderate Spenders
Undergraduate,Partner,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,79,0,2.2095228397968665,1,Moderate Spenders
Undergraduate,Alone,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,47,2,0.76,0,Low Spenders
Postgraduate,Partner,118350.5,37,39,1,9,2,0,8,0,1,0,1,1,54,1,0.0374049818363944,1,Moderate Spenders
Undergraduate,Partner,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,72,0,2.438972707238515,1,Moderate Spenders
Postgraduate,Partner,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,40,0,0.1598410229825471,0,Low Spenders
Undergraduate,Alone,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,55,2,0.7002959315065399,0,Low Spenders
Undergraduate,Partner,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,46,0,1.82196409125178,1,Moderate Spenders
Undergraduate,Partner,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,59,1,1.3663086675206095,1,Moderate Spenders
Undergraduate,Partner,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,49,2,0.798804780876494,0,Low Spenders
PhD,Partner,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,60,0,1.8519203958001755,1,Moderate Spenders
Undergraduate,Partner,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,43,0,1.824487102763584,1,Moderate Spenders
Undergraduate,Partner,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,53,1,1.99438765283624,1,Moderate Spenders
PhD,Partner,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,65,1,0.9985539234340512,1,Moderate Spenders
Postgraduate,Alone,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,69,0,2.374454569283192,1,Moderate Spenders
Postgraduate,Partner,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,60,1,0.6889218705004099,0,Low Spenders
Postgraduate,Partner,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,70,1,1.0961834101998529,1,Moderate Spenders
Postgraduate,Partner,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,36,1,0.463934981374873,1,Moderate Spenders
PhD,Alone,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,63,2,0.2092664659666642,0,Low Spenders
Undergraduate,Partner,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,60,1,0.9530089982769256,0,Low Spenders
Postgraduate,Partner,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,52,2,0.0954571093851694,0,Low Spenders
Undergraduate,Partner,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,53,2,0.2529699164207237,0,Low Spenders
Undergraduate,Partner,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,41,1,0.1638243588022022,0,Low Spenders
Postgraduate,Partner,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,65,0,2.007502168786579,1,Moderate Spenders
Postgraduate,Partner,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,67,1,0.8502527199520261,0,Low Spenders
Undergraduate,Partner,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,57,1,1.4486573104856426,1,Moderate Spenders
Undergraduate,Alone,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,48,2,1.2521840419336052,0,Low Spenders
Undergraduate,Partner,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,51,1,0.2718425487957375,0,Low Spenders
Postgraduate,Partner,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,63,1,2.304058878453342,1,Moderate Spenders
Undergraduate,Partner,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,43,0,0.23471328558132,0,Low Spenders
PhD,Partner,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,50,1,0.3736017405445795,0,Low Spenders
Postgraduate,Alone,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,43,0,3.5315163012940545,0,Low Spenders
PhD,Partner,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,80,0,1.670297748729121,1,Moderate Spenders
Undergraduate,Partner,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,46,1,0.3707238290999853,0,Low Spenders
Undergraduate,Partner,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,56,2,0.6481785362651789,0,Low Spenders
Undergraduate,Partner,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,63,1,1.9598510513200995,1,Moderate Spenders
Undergraduate,Alone,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,77,0,1.5675568569604368,1,Moderate Spenders
Postgraduate,Partner,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,47,1,0.9580348933561867,1,Moderate Spenders
Undergraduate,Partner,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,50,1,0.5986755986755987,0,Low Spenders
Undergraduate,Partner,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,43,0,1.5990981587407624,1,Moderate Spenders
Postgraduate,Partner,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,42,0,0.3595718586241498,0,Low Spenders
Undergraduate,Alone,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,73,1,0.0799021199031186,0,Low Spenders
Undergraduate,Alone,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,43,1,0.7539082198688856,0,Low Spenders
Undergraduate,Partner,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,63,1,0.6383785185628503,0,Low Spenders
Postgraduate,Partner,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,48,1,1.019346785937175,0,Low Spenders
Postgraduate,Partner,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,76,2,1.87445301933328,1,Moderate Spenders
Undergraduate,Partner,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,35,0,0.4490464366844524,0,Low Spenders
Undergraduate,Alone,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,43,1,0.0984938646530143,0,Low Spenders
Undergraduate,Alone,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,50,1,0.3368522361574784,0,Low Spenders
Postgraduate,Partner,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,66,1,0.111578086063897,0,Low Spenders
PhD,Partner,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,42,0,0.8175473579262214,0,Low Spenders
Undergraduate,Partner,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,49,1,1.2890543175263047,1,Moderate Spenders
PhD,Alone,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,63,0,1.5321601941747574,1,Moderate Spenders
PhD,Partner,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,69,0,1.9374983669096704,1,Moderate Spenders
Undergraduate,Alone,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,32,0,1.7840175849110118,1,Moderate Spenders
Undergraduate,Partner,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,38,1,0.1536182586273111,0,Low Spenders
Undergraduate,Partner,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,60,1,0.3283241007246272,1,Moderate Spenders
Undergraduate,Partner,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,43,0,2.250068732003068,1,Moderate Spenders
Undergraduate,Alone,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,63,1,1.2365892541686414,1,Moderate Spenders
Undergraduate,Partner,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,47,1,0.2700860079714705,0,Low Spenders
PhD,Alone,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,79,0,1.0199649286507182,1,Moderate Spenders
Undergraduate,Alone,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,62,0,2.3768511060164816,1,Moderate Spenders
Postgraduate,Alone,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,54,2,0.3932044663224877,0,Low Spenders
Undergraduate,Partner,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,57,2,1.000785599617447,1,Moderate Spenders
Undergraduate,Partner,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,33,1,0.3592953175707,0,Low Spenders
Undergraduate,Alone,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,51,2,0.8428555266432854,1,Moderate Spenders
Postgraduate,Partner,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,75,0,1.7987471984368713,0,Low Spenders
Postgraduate,Alone,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,48,1,1.3372258854717205,1,Moderate Spenders
Postgraduate,Alone,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,67,1,1.520877132288368,1,Moderate Spenders
Undergraduate,Alone,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,49,1,0.8825093035619352,0,Low Spenders
Undergraduate,Partner,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,52,1,0.0790076637433831,0,Low Spenders
Postgraduate,Alone,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,57,1,0.4524011128583524,0,Low Spenders
Undergraduate,Partner,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,67,1,0.3731398754218265,1,Moderate Spenders
Undergraduate,Alone,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,50,1,0.4133384491959956,1,Moderate Spenders
Postgraduate,Partner,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,65,2,0.180115986778299,0,Low Spenders
Postgraduate,Alone,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,60,3,0.0977899471934285,0,Low Spenders
PhD,Alone,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,65,1,0.9740965402778052,0,Low Spenders
PhD,Partner,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,56,1,1.7264677643042563,1,Moderate Spenders
Undergraduate,Alone,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,65,1,0.7586291509896941,0,Low Spenders
Undergraduate,Alone,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,50,3,0.7040876197926853,1,Moderate Spenders
Undergraduate,Partner,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,40,1,0.31842659798642,0,Low Spenders
Postgraduate,Partner,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,54,1,0.5607802159526298,1,Moderate Spenders
Postgraduate,Alone,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,70,1,0.4785514119422289,0,Low Spenders
Postgraduate,Partner,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,69,2,0.3257149166390637,1,Moderate Spenders
Undergraduate,Partner,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,52,1,0.2153625269203158,0,Low Spenders
Undergraduate,Partner,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,77,0,2.0564411331542924,1,Moderate Spenders
Postgraduate,Partner,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,49,2,0.0817631099713829,0,Low Spenders
Undergraduate,Partner,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,45,2,0.0911840583577973,0,Low Spenders
Undergraduate,Partner,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,46,0,1.907107950256268,1,Moderate Spenders
Postgraduate,Partner,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,53,2,0.6045274455460278,1,Moderate Spenders
Undergraduate,Partner,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,52,1,0.418834317961379,0,Low Spenders
PhD,Partner,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,53,1,0.1080052459690899,0,Low Spenders
Postgraduate,Alone,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,50,2,0.1728359498775745,0,Low Spenders
PhD,Partner,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,53,1,0.067134369440435,0,Low Spenders
Postgraduate,Partner,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,69,2,1.2344520065712274,1,Moderate Spenders
Undergraduate,Alone,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,51,2,0.0375037503750375,0,Low Spenders
Undergraduate,Alone,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,53,1,0.2204865652677603,0,Low Spenders
Postgraduate,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,57,1,1.4222834855343744,1,Moderate Spenders
PhD,Partner,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,56,2,0.8170222770822312,0,Low Spenders
Undergraduate,Partner,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,64,2,0.4773387949260043,1,Moderate Spenders
Undergraduate,Partner,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,53,1,1.170739133744386,1,Moderate Spenders
Undergraduate,Partner,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,72,1,0.4984621911125251,0,Low Spenders
Undergraduate,Alone,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,68,1,0.9602864583333334,0,Low Spenders
Postgraduate,Partner,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,55,1,1.633304127069713,0,Low Spenders
PhD,Partner,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,58,2,0.3951606355049124,0,Low Spenders
Postgraduate,Partner,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,74,1,0.6736779861463085,0,Low Spenders
Postgraduate,Partner,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,72,1,1.1835377942075216,1,Moderate Spenders
Undergraduate,Partner,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,75,1,0.7958629152423525,1,Moderate Spenders
PhD,Alone,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,72,2,0.4112887950861812,0,Low Spenders
PhD,Partner,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,48,1,1.1485970398766376,1,Moderate Spenders
Undergraduate,Partner,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,53,1,2.1089674794718847,1,Moderate Spenders
Postgraduate,Partner,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,56,2,0.0463585369245746,0,Low Spenders
Undergraduate,Partner,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,81,0,1.7719539887577709,1,Moderate Spenders
Undergraduate,Alone,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,35,1,0.6073462745553876,0,Low Spenders
Undergraduate,Alone,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,46,1,0.9472165736830216,1,Moderate Spenders
Undergraduate,Partner,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,59,0,0.4241406733233189,0,Low Spenders
Undergraduate,Partner,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,77,0,0.4326220403390821,0,Low Spenders
Undergraduate,Partner,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,53,3,0.1693221562205074,0,Low Spenders
Undergraduate,Partner,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,52,2,0.1785786760826332,0,Low Spenders
PhD,Partner,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,53,3,0.0231360980970559,0,Low Spenders
Postgraduate,Alone,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,53,0,1.243455497382199,1,Moderate Spenders
Undergraduate,Alone,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,59,1,2.1485660554771977,1,Moderate Spenders
PhD,Partner,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,56,1,0.0775881179339392,1,Moderate Spenders
Undergraduate,Partner,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,66,0,0.3210272873194221,0,Low Spenders
Undergraduate,Partner,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,55,1,0.2769492969748615,0,Low Spenders
PhD,Partner,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,51,1,0.0664816741819863,0,Low Spenders
PhD,Partner,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,53,1,0.0439113453049527,0,Low Spenders
Postgraduate,Alone,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,67,2,0.1574559252471541,0,Low Spenders
Undergraduate,Alone,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,53,0,1.4072147177735297,0,Low Spenders
Postgraduate,Partner,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,42,1,0.1365313653136531,0,Low Spenders
Postgraduate,Alone,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,52,1,0.1219394795109585,0,Low Spenders
Undergraduate,Partner,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,40,0,1.2222666508164657,1,Moderate Spenders
Undergraduate,Alone,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,52,2,0.0975525779703325,0,Low Spenders
Undergraduate,Alone,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,58,2,0.4149963299644289,1,Moderate Spenders
Postgraduate,Partner,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,46,2,0.154410345493148,0,Low Spenders
Undergraduate,Partner,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,64,2,0.4773387949260043,1,Moderate Spenders
Postgraduate,Partner,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,39,0,0.1464057391049729,0,Low Spenders
Undergraduate,Partner,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,61,0,0.2939585636008748,0,Low Spenders
Undergraduate,Partner,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,42,1,0.3907619858724512,0,Low Spenders
Undergraduate,Partner,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,73,2,0.2095682893239925,0,Low Spenders
Postgraduate,Partner,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,76,2,0.060426279938475,0,Low Spenders
Undergraduate,Partner,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,46,1,0.3003003003003003,0,Low Spenders
Postgraduate,Alone,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,77,0,2.4608871944610917,1,Moderate Spenders
Undergraduate,Partner,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,79,0,2.762016526126039,1,Moderate Spenders
Undergraduate,Partner,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,67,0,0.5975788418536511,0,Low Spenders
Postgraduate,Partner,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,54,0,1.6901372355556692,1,Moderate Spenders
Undergraduate,Partner,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,68,1,1.6631347914932264,1,Moderate Spenders
PhD,Partner,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,43,0,1.776178645877952,1,Moderate Spenders
Postgraduate,Partner,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,52,1,0.9942219852739874,1,Moderate Spenders
Undergraduate,Partner,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,53,1,0.4538249408290448,0,Low Spenders
Undergraduate,Partner,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,60,0,1.4661960358403476,1,Moderate Spenders
Undergraduate,Alone,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,72,0,2.039463000054133,1,Moderate Spenders
PhD,Alone,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,58,1,0.1414251687177451,0,Low Spenders
PhD,Partner,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,60,0,1.6164023589085463,0,Low Spenders
Undergraduate,Partner,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,56,0,1.5881796346167845,1,Moderate Spenders
Undergraduate,Alone,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,54,1,0.4157043879907621,0,Low Spenders
Undergraduate,Partner,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,53,2,0.2928870292887029,0,Low Spenders
Undergraduate,Alone,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,55,0,2.504531399936027,1,Moderate Spenders
PhD,Partner,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,51,0,1.3902629523561572,0,Low Spenders
Postgraduate,Alone,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,75,1,0.8571516665125027,1,Moderate Spenders
Undergraduate,Partner,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,66,1,1.0990907051779768,1,Moderate Spenders
PhD,Partner,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,70,2,0.0999674019341519,0,Low Spenders
Undergraduate,Partner,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,47,1,0.2661665960921904,0,Low Spenders
Postgraduate,Partner,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,39,1,0.1674266172698774,0,Low Spenders
Postgraduate,Alone,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,62,1,1.6068396798447733,0,Low Spenders
Undergraduate,Partner,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,72,1,1.1552488910793497,0,Low Spenders
Undergraduate,Partner,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,73,0,1.8772959305376653,1,Moderate Spenders
PhD,Partner,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,75,2,0.0315955766192733,0,Low Spenders
Undergraduate,Partner,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,55,1,2.181877512273988,1,Moderate Spenders
Postgraduate,Partner,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,55,2,0.2806320697694499,0,Low Spenders
Undergraduate,Partner,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,48,1,0.5090168702734148,0,Low Spenders
Undergraduate,Alone,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,59,1,0.1152604887044721,0,Low Spenders
PhD,Partner,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,56,2,1.1362797904522983,1,Moderate Spenders
Undergraduate,Partner,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,67,1,1.7114876895683675,1,Moderate Spenders
Undergraduate,Partner,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,71,1,0.3358564339064614,0,Low Spenders
Postgraduate,Alone,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,69,0,2.374454569283192,1,Moderate Spenders
PhD,Partner,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,55,1,0.1452614706471649,1,Moderate Spenders
Postgraduate,Alone,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,38,0,0.5290102389078498,0,Low Spenders
PhD,Partner,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,64,1,1.8117465657415197,1,Moderate Spenders
Undergraduate,Alone,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,46,1,1.9512517776234413,1,Moderate Spenders
Undergraduate,Partner,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,65,1,1.3039947776521723,1,Moderate Spenders
Postgraduate,Partner,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,44,1,0.1648295044813021,0,Low Spenders
Undergraduate,Partner,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,45,1,0.240749463547391,0,Low Spenders
Postgraduate,Partner,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,49,1,1.5354247257696996,1,Moderate Spenders
Postgraduate,Alone,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,49,1,1.2219554128362151,1,Moderate Spenders
Postgraduate,Partner,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,55,0,2.053664740175525,1,Moderate Spenders
PhD,Partner,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,79,3,0.6935982753772613,1,Moderate Spenders
Undergraduate,Partner,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,70,1,2.480583911270423,1,Moderate Spenders
Postgraduate,Partner,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,53,1,0.7622256990412003,0,Low Spenders
PhD,Partner,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,54,2,1.214822150697367,1,Moderate Spenders
PhD,Alone,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,75,2,0.6274345158957851,0,Low Spenders
Undergraduate,Partner,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,37,0,2.8786824667252136,1,Moderate Spenders
Undergraduate,Partner,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,47,1,1.057597594483903,1,Moderate Spenders
Undergraduate,Partner,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,35,1,0.2097022228435621,0,Low Spenders
Undergraduate,Partner,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,66,0,1.595614731570268,1,Moderate Spenders
Undergraduate,Alone,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,48,1,0.1669094440398155,0,Low Spenders
PhD,Partner,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,56,1,1.9934799715217144,1,Moderate Spenders
Undergraduate,Partner,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,66,1,2.0123839009287927,1,Moderate Spenders
Undergraduate,Partner,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,37,0,1.994539109612043,1,Moderate Spenders
Postgraduate,Partner,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,50,2,0.8187332169079676,1,Moderate Spenders
Postgraduate,Alone,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,52,1,0.1219394795109585,0,Low Spenders
Undergraduate,Partner,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,48,1,1.0377493216546865,0,Low Spenders
Postgraduate,Partner,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,52,2,1.3805721889554226,1,Moderate Spenders
PhD,Alone,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,70,0,2.810719391145026,0,Low Spenders
Postgraduate,Partner,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,51,0,1.4682150428756764,1,Moderate Spenders
Postgraduate,Partner,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,53,2,1.1236348361803417,1,Moderate Spenders
Postgraduate,Partner,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,50,1,2.2406568032156,0,Low Spenders
PhD,Partner,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,54,0,1.1947143707795416,1,Moderate Spenders
Undergraduate,Partner,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,67,1,1.6803453322711523,1,Moderate Spenders
Undergraduate,Partner,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,37,0,1.4224818627625595,1,Moderate Spenders
Postgraduate,Alone,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,50,2,0.2603149811271639,0,Low Spenders
Undergraduate,Partner,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,60,1,2.2546166607740217,1,Moderate Spenders
Undergraduate,Partner,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,39,0,2.0596260483597177,1,Moderate Spenders
Postgraduate,Partner,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,48,0,0.347933844907297,0,Low Spenders
Undergraduate,Alone,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,45,1,0.531236719082023,0,Low Spenders
Undergraduate,Partner,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,63,1,1.5315913126132104,1,Moderate Spenders
Undergraduate,Partner,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,47,1,0.2360846272586942,0,Low Spenders
